2025-02-23 18:57:04 - System Idle Process (PID: 0) - CPU: 1440.5%, MEM: 4.972975607305997e-05%
2025-02-23 18:57:44 - System Idle Process (PID: 0) - CPU: 1429.1%, MEM: 4.972975607305997e-05%
2025-02-23 18:57:50 - System Idle Process (PID: 0) - CPU: 1430.2%, MEM: 4.972975607305997e-05%
2025-02-23 18:58:04 - System Idle Process (PID: 0) - CPU: 1423.4%, MEM: 4.972975607305997e-05%
2025-02-23 18:58:44 - System Idle Process (PID: 0) - CPU: 1450.3%, MEM: 4.972975607305997e-05%
2025-02-23 18:58:50 - System Idle Process (PID: 0) - CPU: 1449.2%, MEM: 4.972975607305997e-05%
2025-02-23 18:59:04 - System Idle Process (PID: 0) - CPU: 1456.2%, MEM: 4.972975607305997e-05%
2025-02-23 18:59:44 - System Idle Process (PID: 0) - CPU: 1429.7%, MEM: 4.972975607305997e-05%
2025-02-23 18:59:50 - System Idle Process (PID: 0) - CPU: 1427.2%, MEM: 4.972975607305997e-05%
2025-02-23 19:00:04 - System Idle Process (PID: 0) - CPU: 1428.6%, MEM: 4.972975607305997e-05%
2025-02-23 19:00:44 - System Idle Process (PID: 0) - CPU: 1450.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:00:50 - System Idle Process (PID: 0) - CPU: 1453.7%, MEM: 4.972975607305997e-05%
2025-02-23 19:01:04 - System Idle Process (PID: 0) - CPU: 1441.7%, MEM: 4.972975607305997e-05%
2025-02-23 19:01:44 - System Idle Process (PID: 0) - CPU: 1428.8%, MEM: 4.972975607305997e-05%
2025-02-23 19:01:50 - System Idle Process (PID: 0) - CPU: 1427.8%, MEM: 4.972975607305997e-05%
2025-02-23 19:02:04 - System Idle Process (PID: 0) - CPU: 1433.2%, MEM: 4.972975607305997e-05%
2025-02-23 19:02:44 - System Idle Process (PID: 0) - CPU: 1432.5%, MEM: 4.972975607305997e-05%
2025-02-23 19:02:50 - System Idle Process (PID: 0) - CPU: 1432.5%, MEM: 4.972975607305997e-05%
2025-02-23 19:03:04 - System Idle Process (PID: 0) - CPU: 1436.0%, MEM: 4.972975607305997e-05%
2025-02-23 19:03:44 - System Idle Process (PID: 0) - CPU: 1455.0%, MEM: 4.972975607305997e-05%
2025-02-23 19:03:50 - System Idle Process (PID: 0) - CPU: 1454.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:04:04 - System Idle Process (PID: 0) - CPU: 1457.6%, MEM: 4.972975607305997e-05%
2025-02-23 19:04:44 - System Idle Process (PID: 0) - CPU: 1431.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:04:50 - System Idle Process (PID: 0) - CPU: 1430.9%, MEM: 4.972975607305997e-05%
2025-02-23 19:05:04 - System Idle Process (PID: 0) - CPU: 1427.7%, MEM: 4.972975607305997e-05%
2025-02-23 19:05:44 - System Idle Process (PID: 0) - CPU: 1431.9%, MEM: 4.972975607305997e-05%
2025-02-23 19:05:50 - System Idle Process (PID: 0) - CPU: 1427.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:06:04 - System Idle Process (PID: 0) - CPU: 1428.8%, MEM: 4.972975607305997e-05%
2025-02-23 19:06:45 - System Idle Process (PID: 0) - CPU: 1451.3%, MEM: 4.972975607305997e-05%
2025-02-23 19:06:50 - System Idle Process (PID: 0) - CPU: 1457.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:07:04 - System Idle Process (PID: 0) - CPU: 1458.2%, MEM: 4.972975607305997e-05%
2025-02-23 19:07:45 - System Idle Process (PID: 0) - CPU: 1431.3%, MEM: 4.972975607305997e-05%
2025-02-23 19:07:50 - System Idle Process (PID: 0) - CPU: 1429.3%, MEM: 4.972975607305997e-05%
2025-02-23 19:08:04 - System Idle Process (PID: 0) - CPU: 1428.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:08:45 - System Idle Process (PID: 0) - CPU: 1460.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:08:50 - System Idle Process (PID: 0) - CPU: 1462.8%, MEM: 4.972975607305997e-05%
2025-02-23 19:09:05 - System Idle Process (PID: 0) - CPU: 1462.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:09:45 - System Idle Process (PID: 0) - CPU: 1430.6%, MEM: 4.972975607305997e-05%
2025-02-23 19:09:50 - System Idle Process (PID: 0) - CPU: 1430.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:10:05 - System Idle Process (PID: 0) - CPU: 1427.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:10:45 - System Idle Process (PID: 0) - CPU: 1426.3%, MEM: 4.972975607305997e-05%
2025-02-23 19:10:50 - System Idle Process (PID: 0) - CPU: 1426.6%, MEM: 4.972975607305997e-05%
2025-02-23 19:11:05 - System Idle Process (PID: 0) - CPU: 1421.7%, MEM: 4.972975607305997e-05%
2025-02-23 19:11:45 - System Idle Process (PID: 0) - CPU: 1449.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:11:50 - System Idle Process (PID: 0) - CPU: 1450.2%, MEM: 4.972975607305997e-05%
2025-02-23 19:12:05 - System Idle Process (PID: 0) - CPU: 1458.2%, MEM: 4.972975607305997e-05%
2025-02-23 19:12:45 - System Idle Process (PID: 0) - CPU: 1427.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:12:50 - System Idle Process (PID: 0) - CPU: 1425.4%, MEM: 4.972975607305997e-05%
2025-02-23 19:13:05 - System Idle Process (PID: 0) - CPU: 1422.7%, MEM: 4.972975607305997e-05%
2025-02-23 19:13:45 - System Idle Process (PID: 0) - CPU: 1459.0%, MEM: 4.972975607305997e-05%
2025-02-23 19:13:50 - System Idle Process (PID: 0) - CPU: 1459.7%, MEM: 4.972975607305997e-05%
2025-02-23 19:14:05 - System Idle Process (PID: 0) - CPU: 1464.0%, MEM: 4.972975607305997e-05%
2025-02-23 19:14:45 - System Idle Process (PID: 0) - CPU: 1424.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:14:50 - System Idle Process (PID: 0) - CPU: 1425.5%, MEM: 4.972975607305997e-05%
2025-02-23 19:15:05 - System Idle Process (PID: 0) - CPU: 1421.8%, MEM: 4.972975607305997e-05%
2025-02-23 19:15:45 - System Idle Process (PID: 0) - CPU: 1458.3%, MEM: 4.972975607305997e-05%
2025-02-23 19:15:51 - System Idle Process (PID: 0) - CPU: 1455.5%, MEM: 4.972975607305997e-05%
2025-02-23 19:16:05 - System Idle Process (PID: 0) - CPU: 1446.3%, MEM: 4.972975607305997e-05%
2025-02-23 19:16:45 - System Idle Process (PID: 0) - CPU: 1429.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:16:51 - System Idle Process (PID: 0) - CPU: 1431.1%, MEM: 4.972975607305997e-05%
2025-02-23 19:17:05 - System Idle Process (PID: 0) - CPU: 1439.8%, MEM: 4.972975607305997e-05%
2025-02-23 19:17:45 - System Idle Process (PID: 0) - CPU: 1422.5%, MEM: 4.972975607305997e-05%
2025-02-23 19:17:51 - System Idle Process (PID: 0) - CPU: 1422.1%, MEM: 4.972975607305997e-05%
