2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=59146) -> addr(ip='13.203.1.146', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=57601) -> addr(ip='52.98.57.130', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=54560) -> addr(ip='104.18.41.168', port=8443) - TIME_WAIT
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=65077) -> addr(ip='18.164.217.111', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=61789) -> addr(ip='172.64.147.231', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=54481) -> addr(ip='104.18.157.37', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=55401) -> addr(ip='18.164.217.50', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=57584) -> addr(ip='20.192.44.80', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='127.0.0.1', port=56051) -> addr(ip='127.0.0.1', port=56053) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=64447) -> addr(ip='18.164.217.53', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=61787) -> addr(ip='104.18.41.183', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=54516) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=55719) -> addr(ip='18.164.217.53', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=61821) -> addr(ip='104.16.55.40', port=443) - TIME_WAIT
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=54544) -> addr(ip='108.158.245.97', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=57785) -> addr(ip='172.65.217.212', port=5223) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=58508) -> addr(ip='104.18.36.135', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=55952) -> addr(ip='18.164.217.53', port=443) - ESTABLISHED
2025-02-23 18:06:49 - addr(ip='192.168.1.36', port=54517) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:06:53 - addr(ip='192.168.1.36', port=54532) -> addr(ip='20.190.146.33', port=443) - TIME_WAIT
2025-02-23 18:06:53 - addr(ip='192.168.1.36', port=54560) -> addr(ip='104.18.41.168', port=8443) - TIME_WAIT
2025-02-23 18:06:54 - addr(ip='192.168.1.36', port=54532) -> addr(ip='20.190.146.33', port=443) - TIME_WAIT
2025-02-23 18:06:59 - addr(ip='192.168.1.36', port=54561) -> addr(ip='13.107.246.48', port=443) - ESTABLISHED
2025-02-23 18:07:03 - addr(ip='192.168.1.36', port=54561) -> addr(ip='13.107.246.48', port=443) - ESTABLISHED
2025-02-23 18:07:04 - addr(ip='192.168.1.36', port=54562) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:08 - addr(ip='192.168.1.36', port=54564) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:08 - addr(ip='192.168.1.36', port=54568) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:08 - addr(ip='192.168.1.36', port=54567) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:08 - addr(ip='192.168.1.36', port=54562) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:09 - addr(ip='192.168.1.36', port=54567) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:09 - addr(ip='192.168.1.36', port=54564) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:09 - addr(ip='192.168.1.36', port=54568) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:13 - addr(ip='192.168.1.36', port=54569) -> addr(ip='52.35.150.14', port=443) - SYN_SENT
2025-02-23 18:07:13 - addr(ip='192.168.1.36', port=54570) -> addr(ip='52.35.150.14', port=443) - SYN_SENT
2025-02-23 18:07:14 - addr(ip='192.168.1.36', port=54569) -> addr(ip='52.35.150.14', port=443) - SYN_SENT
2025-02-23 18:07:14 - addr(ip='192.168.1.36', port=54481) -> addr(ip='104.18.157.37', port=443) - TIME_WAIT
2025-02-23 18:07:14 - addr(ip='192.168.1.36', port=54573) -> addr(ip='23.217.111.177', port=443) - ESTABLISHED
2025-02-23 18:07:14 - addr(ip='192.168.1.36', port=54570) -> addr(ip='52.35.150.14', port=443) - SYN_SENT
2025-02-23 18:07:18 - addr(ip='192.168.1.36', port=54573) -> addr(ip='23.217.111.177', port=443) - ESTABLISHED
2025-02-23 18:07:18 - addr(ip='192.168.1.36', port=54481) -> addr(ip='104.18.157.37', port=443) - TIME_WAIT
2025-02-23 18:07:33 - addr(ip='192.168.1.36', port=54575) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:33 - addr(ip='192.168.1.36', port=54574) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:34 - addr(ip='192.168.1.36', port=54575) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:34 - addr(ip='192.168.1.36', port=54574) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:34 - addr(ip='192.168.1.36', port=54576) -> addr(ip='40.90.130.192', port=443) - ESTABLISHED
2025-02-23 18:07:38 - addr(ip='192.168.1.36', port=54577) -> addr(ip='20.209.179.65', port=443) - ESTABLISHED
2025-02-23 18:07:38 - addr(ip='192.168.1.36', port=54576) -> addr(ip='40.90.130.192', port=443) - ESTABLISHED
2025-02-23 18:07:39 - addr(ip='192.168.1.36', port=54579) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:39 - addr(ip='192.168.1.36', port=54578) -> addr(ip='103.207.170.2', port=53) - SYN_SENT
2025-02-23 18:07:39 - addr(ip='192.168.1.36', port=54577) -> addr(ip='20.209.179.65', port=443) - ESTABLISHED
2025-02-23 18:07:43 - addr(ip='192.168.1.36', port=54530) -> addr(ip='23.53.243.15', port=443) - CLOSE_WAIT
2025-02-23 18:07:43 - addr(ip='192.168.1.36', port=54580) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:43 - addr(ip='192.168.1.36', port=54579) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:43 - addr(ip='192.168.1.36', port=54535) -> addr(ip='23.57.74.64', port=443) - CLOSE_WAIT
2025-02-23 18:07:44 - addr(ip='192.168.1.36', port=54580) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:07:44 - addr(ip='192.168.1.36', port=54530) -> addr(ip='23.53.243.15', port=443) - CLOSE_WAIT
2025-02-23 18:07:44 - addr(ip='192.168.1.36', port=54535) -> addr(ip='23.57.74.64', port=443) - CLOSE_WAIT
2025-02-23 18:08:03 - addr(ip='192.168.1.36', port=54582) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:03 - addr(ip='192.168.1.36', port=54583) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
